,ord,information
3267,halte,5.081154650584714
1078,borst,5.081050112701906
6398,nødet,5.081002665125621
1787,dyges,5.080793796914266
5620,maden,5.0806993814932655
4837,kuden,5.080673212321824
8502,skyle,5.080398102292084
6358,nålet,5.080109050106966
7840,rumle,5.08004325301127
11514,ændre,5.080015735601949
7756,roben,5.079980415314127
11008,venes,5.079559948458632
11030,videt,5.079486296795036
5206,leger,5.079439501048883
3073,gryet,5.079333689514466
2927,glins,5.07928396576581
5904,muder,5.07924671159438
5812,minte,5.07890198355425
5379,lovte,5.078609988921624
278,ajlet,5.078006775441788
1309,båles,5.077975712757213
5093,kølne,5.077842334184357
5760,mesan,5.0776818526879905
6209,nibre,5.0774970335938425
9958,toven,5.077255119298937
8790,snigt,5.076994699941442
4074,jages,5.076944647027526
8980,spode,5.076722218871856
10133,tusse,5.076696987197372
1761,duver,5.076646358622945
1609,dosme,5.076502596620593
4748,kreti,5.0764875367572575
7275,pride,5.076282592556
5245,leves,5.076189678109768
10771,urost,5.076111205113438
11005,vendt,5.075993434946739
11588,ævret,5.075930745687957
7889,rydte,5.075871664857061
7134,pistr,5.075737301850057
8657,slæbe,5.075165994832334
8934,spant,5.075121343514288
8432,skrul,5.0751056004024955
6315,nyers,5.07508793758464
8027,røres,5.074826576227471
10050,tråde,5.074791899520157
8195,serve,5.074736169051585
1547,dinge,5.074656585670411
9952,totes,5.074642818046761
2357,fleds,5.074463591732941
1461,darre,5.074253957029077
8118,satyr,5.073975167011099
10380,udest,5.0737780301797315
180,afred,5.073726639965035
11056,vilde,5.0734911049375375
5511,lånet,5.073471444491217
9787,teægs,5.073435963201473
2984,goden,5.073365176532558
6366,nælde,5.073260821968494
9371,svort,5.073115576207659
4304,kasse,5.073081624211466
8588,slede,5.072476289948454
2177,faten,5.07246015334433
8792,snild,5.072412672684631
1421,daben,5.072162377132947
5087,kølen,5.071981175845285
4201,kable,5.07166701633328
11243,vurst,5.071598652961523
3399,heris,5.071568979234745
11637,øksen,5.071536900273093
7913,rypes,5.0714611572748955
5032,kælen,5.071373999399879
2883,giros,5.071174446558623
4487,kluns,5.071166463967042
11682,ønske,5.071048280603266
8742,smæle,5.070826395803907
9844,tiple,5.070757011298371
496,arren,5.070729828608804
6559,omred,5.070586718746152
5037,kælne,5.070496366124261
2778,garps,5.0704847055979885
9062,stank,5.070225523785136
9826,timen,5.069959812243071
6020,måles,5.069925078075036
11618,øgler,5.069777043976447
2378,flise,5.069725260551799
3191,gærde,5.069721454551667
1222,bulne,5.0696164927964755
10877,vagte,5.069603268014331
972,blegs,5.069196759341659
10915,vands,5.069008841380245
7154,plade,5.0690057900755585
7789,roret,5.068944474356729
2125,falde,5.068854840562322
1474,dauns,5.06875777852901
287,aktie,5.068672235671461
4983,kysen,5.068592620739078
11113,viske,5.068542135823984
1444,damen,5.068420288045862
2263,filte,5.06840959863787
9677,talje,5.067823434140553
40,abens,5.067767367926664
442,anses,5.067729055369661
2112,fager,5.067599542589495
2428,flæes,5.067533832469017
5371,losse,5.067265154435319
10313,tørve,5.067125150948299
9527,søben,5.06706313381198
9490,sæben,5.0669344987132385
8214,sidse,5.0664848688808695
10854,uåret,5.066404248697598
892,bilde,5.06633788048945
9545,sødue,5.065987064447702
2990,godts,5.065953347819844
870,bidet,5.065908017974192
5874,mords,5.06555908038
1571,dogen,5.065372769981026
11343,værte,5.065369679108873
2746,galme,5.065331472254446
5756,meret,5.065065429177546
9901,togas,5.065032137878502
2604,furen,5.065003791879839
5594,løget,5.064822278555353
1214,bulen,5.0647955094105495
10007,trips,5.064569157962917
1944,ekser,5.064531246035849
1463,dases,5.064458643826853
7810,rubel,5.064172871175803
8009,røgle,5.064032568370784
1632,dravs,5.063999204147758
1067,boras,5.063893638215276
1647,drive,5.063761812604423
7117,pinte,5.063711663414358
4591,knuts,5.063504727349762
10329,uavet,5.0633546538685135
1898,døves,5.0628832887458035
9269,sukat,5.062862628831477
11138,vodet,5.062818640536357
8749,smøle,5.062546491126969
10897,valks,5.062417435492035
1534,digts,5.0621072979268975
1826,dåren,5.062092173069301
7315,puder,5.062065477211705
11305,væler,5.062008111003407
1743,dunst,5.061918543475623
1537,dikts,5.061789807114392
1352,bødes,5.061774567880004
6914,orret,5.0617297632855855
790,beret,5.061621444955807
10111,tumle,5.061383504555739
5480,lynte,5.061223212521397
11571,ætled,5.061112097937314
5536,læget,5.060710464995744
4928,kvier,5.060320202908628
6208,nibet,5.059852504062655
1132,brode,5.059812136142024
5858,molen,5.059645518531254
7868,ruses,5.059419149207974
11641,øksne,5.0593708793200465
4041,isøer,5.059329724231749
7279,prils,5.059253734953047
10888,vakte,5.058939322111391
8702,smige,5.05877124992475
7934,råens,5.058523345082745
5499,lyves,5.058303511064207
4527,knage,5.058137121480476
989,blote,5.058134970523
5773,midet,5.05768910509483
7123,pirke,5.0576388992822405
11025,vibes,5.057627577493627
10944,varme,5.057337483046875
1187,brøse,5.057278518070645
4323,keder,5.057089808376332
7207,poets,5.05708066284373
4896,kurve,5.057037397434467
8472,skult,5.056925456187198
8584,slasr,5.056872650440385
7297,pruts,5.056658662742894
8979,split,5.056610123567446
4635,kogte,5.056497802443457
8166,sekst,5.05647351852656
3823,idelt,5.0564374466789
4238,kalvs,5.056204546753999
3841,iflet,5.056170991323843
4239,kamel,5.055947024212511
11041,viger,5.055427060305367
930,biten,5.05505167787622
10144,tvine,5.054916087213801
1765,dvale,5.054693757773969
4313,kaven,5.05457582618189
9940,torre,5.0545327238118105
2612,fusen,5.054391277474434
8892,solør,5.054184307882436
11373,yldet,5.054152808093173
3855,igten,5.054125579225674
875,biens,5.053435058277222
587,bagte,5.0533476773100965
4881,kunst,5.053323591145243
8496,skyen,5.053190371678499
7976,rænke,5.0531505405326005
3236,hader,5.053134951684785
5753,menus,5.05304869730311
8140,segle,5.052919761945065
617,bands,5.052806633253669
10665,ulage,5.052633732806821
5785,milde,5.0525944781124785
11692,ørken,5.052552245130303
6069,mødes,5.052550684463425
11149,volde,5.052420450105953
5277,ligst,5.052407221664265
9301,susen,5.05232199249026
5547,lænde,5.052124996643803
3060,gruds,5.051964040934335
2154,fants,5.051928051124297
8598,slets,5.0518347713772025
3829,idoet,5.0517220935785705
7343,pults,5.051600433046263
845,betes,5.05124683372856
1822,dåner,5.051236145643636
4763,krisl,5.05119855315913
6005,mytes,5.051080393632292
4197,kabel,5.050863031665534
10886,vakle,5.050794621027727
3589,huset,5.0507686650057915
3160,gyste,5.050038674389744
1830,dåsen,5.049992897033191
2384,floer,5.049735202314311
5239,letre,5.049724812269836
7229,polts,5.049462783106164
7920,råbes,5.049292319184694
10322,tøver,5.049119063321589
8553,skøde,5.04878204123422
1089,boves,5.048497076971023
5545,lækre,5.048431750080474
2897,giver,5.048338998531916
7894,ryget,5.047982846827707
2278,finet,5.047744222932402
1369,bøler,5.0475251275757556
11498,ælden,5.047486005863695
9341,svend,5.047462893190031
1885,dørge,5.047341647765415
5872,moras,5.047321794933627
3105,gulds,5.047015942980729
4632,kogle,5.0470076899022445
9039,spøle,5.046925012831081
4415,kladr,5.046914185565021
8381,skive,5.046894513018767
2892,gistn,5.046624977444474
8453,skræt,5.046521993721699
10632,ugens,5.046405210939383
5565,lærks,5.046239097765821
1293,byser,5.046208656852556
5938,mulne,5.045963949149579
9720,tatre,5.045928840302986
1664,druks,5.045840393898076
1624,drams,5.045749228211226
5820,miske,5.045414052954428
10275,tæver,5.045393379349479
9061,stang,5.0453701998662375
5230,lense,5.045292234637729
320,aller,5.0451177666185805
9680,talte,5.044844466756539
4609,knøse,5.044572378008367
5462,lydet,5.044569070748499
3210,gøder,5.0443029475618895
5455,luvte,5.044275273206196
4094,jarls,5.043974373024029
2375,flire,5.043884088065952
10066,træks,5.043825150272989
5998,myser,5.04376053850788
641,barme,5.0434429351769205
1120,brevs,5.0433797873358275
8959,spige,5.04329492356109
1027,bodet,5.043197243431164
10934,varbe,5.043037345322175
4070,jaers,5.042810391476926
1236,bunte,5.042609640736718
3955,irret,5.042594776819985
5237,lerig,5.042469845807637
5929,mulen,5.042030221428265
11311,vælse,5.042028539352776
1617,dovet,5.042009927077722
5692,marve,5.041953288716958
3403,heros,5.041663617470571
4429,klarn,5.041344311299156
6228,nipse,5.041293948931723
24,aaret,5.041030955430272
7165,plans,5.0408919059364425
9889,toben,5.040863646940981
608,balks,5.040829630945892
8074,salig,5.040612086375481
11472,ædlen,5.040503039676037
7691,rifte,5.040206415254001
11599,ødets,5.0394095063729765
8416,skrid,5.039353050178838
2401,fluer,5.0392832590225005
5636,magte,5.039141811903907
8616,slink,5.039017794138252
1038,bolde,5.038758369985532
5585,løden,5.0387362263039766
5712,maver,5.038591654043566
7650,rente,5.038533519305743
10426,udise,5.038018170007795
9917,tomen,5.037876043340603
6311,nyder,5.0376816112706795
291,akute,5.037494751610241
5665,mands,5.037483765967904
6046,mæler,5.0373108729204175
1682,dræns,5.037265404402711
5749,menes,5.03689916058213
4334,kelen,5.036866417394219
1636,dreng,5.0367810720317525
10998,veler,5.03674364113162
7795,rosin,5.036599853528888
2581,fuges,5.036583041557065
2239,fider,5.036472554854122
5779,miger,5.036333509006925
4600,knæet,5.036083941903563
11551,æsket,5.036019263856011
9319,svaln,5.035966826852962
4291,karre,5.035376423691364
7220,polen,5.035353667158571
5524,læden,5.035235740504446
4497,klyse,5.0351578422973065
9139,stork,5.035137454777442
8941,spatl,5.035065934034931
2738,galdt,5.034860074894414
2792,gavle,5.034833024012632
9968,train,5.034776413588264
778,benes,5.034766278205159
5490,lyske,5.034652299134583
10922,vanke,5.034318963919259
2079,etiks,5.034185241493007
3109,gulke,5.034049589352085
4738,kravs,5.033876535808047
1649,drogs,5.033586161905075
5374,lotus,5.0333817138707575
7972,rækel,5.0332733811961505
6168,nedet,5.033186705416324
2957,gnide,5.0331676716035245
2786,gasur,5.033139959338247
4391,kiper,5.032972532070106
1074,borge,5.03250193200057
5332,livne,5.0324987841292375
4755,krigs,5.032430057733274
2295,firns,5.0322362741479205
1738,dunke,5.031923927422858
6297,numse,5.031840522132021
10220,tålde,5.031720732317331
5318,lises,5.031622985757115
11345,væsel,5.031528737450891
9020,spyet,5.031281613327189
8637,slukn,5.0312537082779745
7304,præet,5.031179396225677
5269,ligas,5.0311730796328
1855,døbes,5.030869970658444
4466,klods,5.030536919627148
8256,singl,5.030384882043395
5902,moves,5.030361719814288
8506,skyne,5.030326139023327
4318,kavls,5.030186312156649
4043,itone,5.029964432680318
1030,boens,5.029750896823287
2725,gabte,5.029711963590189
5293,lindr,5.029688410484103
8201,sfære,5.02965868206146
6894,orkis,5.029295840191481
1144,brude,5.029185807248176
4795,kryle,5.029153755683081
3227,gørns,5.0288208805112244
4350,kerte,5.028659818241178
1619,drabs,5.028623612849933
1101,braks,5.028464164479559
5309,lipte,5.028405583019976
2751,galpe,5.028344617458382
9094,sties,5.028209756800377
2783,gasse,5.028176878794523
8806,snork,5.02801355922867
7130,piske,5.027797600547903
1656,drosl,5.027674108097523
6316,nyets,5.027670504232463
1974,emirs,5.027404582466351
8989,sprad,5.027250375012665
7026,paver,5.027177040977419
7066,piens,5.026986399269372
9067,starv,5.026850167660478
254,agern,5.026635219571789
4198,kaben,5.026612804591248
3100,guden,5.026259890370664
10946,varpe,5.026205137236107
8602,slibr,5.026193407275862
5634,magle,5.026171967149586
8005,røgen,5.025972988260952
1628,draps,5.025825496024375
3436,hilse,5.025342267123964
3165,gådes,5.025166222143889
11381,ynder,5.025036905871593
1334,bælse,5.024969182811648
8917,sotte,5.024837759614158
10183,types,5.024644128850612
7596,ratte,5.024575499803593
6120,najer,5.024398670210215
6505,omets,5.024319561462089
6968,pagte,5.024237127930207
4832,kuber,5.024139000914561
8371,skiln,5.024099818927005
4745,kremt,5.024092332398756
5838,modet,5.0240551284318
9087,stene,5.023682550889544
8212,sides,5.0235828549225285
3081,grået,5.0229595723421925
4825,krøls,5.0228089895367365
1386,bøste,5.02240466691092
2219,fendr,5.022238588549834
10263,tærbe,5.021808335791785
7484,pæler,5.021779612450666
7504,pøler,5.021615899521457
3484,holer,5.021505311096213
1695,drøns,5.021226563585857
2919,glids,5.020679581671719
2051,ernås,5.020458522032372
4204,kadis,5.020446476477844
10213,tåens,5.020076860257938
4845,kugle,5.019483870295406
4409,kivet,5.019467928483663
5208,leget,5.019232395054425
4300,kases,5.019205343016462
628,banke,5.019067790758673
30,aaset,5.018678808411336
10698,ulven,5.018616132743495
525,asjet,5.0185368335083815
8804,snold,5.018476288317354
3837,iestu,5.018261758989459
6272,norms,5.018158794897993
9110,stind,5.018153816642599
956,blads,5.018140026836521
7073,piger,5.017907757300731
3265,halne,5.017882228398504
3255,halen,5.017822442726542
11203,vrist,5.017802366850831
6770,opred,5.017681178704726
11273,våser,5.017627833141725
9339,svelk,5.017428979041219
6231,nisse,5.01741428909641
5958,murke,5.017252418952769
1711,dugen,5.017227733968517
7932,rådte,5.017090247893722
4971,kylte,5.017067462472959
6400,nødte,5.017060248796874
10259,tænke,5.017057312935198
10215,tåger,5.016787570567432
11489,ægter,5.016715208502692
5907,mudre,5.01654992357794
7284,prins,5.016330798952454
813,beset,5.016312817964655
6179,neger,5.0161421263893375
11195,vrids,5.016028685984417
7080,piker,5.0159320320475596
7848,rundt,5.015813731332043
4436,klave,5.015737013907671
1118,brems,5.015689615982938
11363,yards,5.015428846428989
4371,kilos,5.015402066099628
10221,tåled,5.015160315424506
5010,kåren,5.0151015021747956
8515,skåle,5.015022686331034
8730,smurt,5.014986857554934
4364,kildr,5.0149090505009
10894,valgs,5.014740148712978
4067,jader,5.014086200319866
4709,kovse,5.014059264962081
10878,vagts,5.013923901883422
6296,numre,5.0138298146492
4743,kregl,5.013781200165839
4724,krams,5.013451749226225
7661,retne,5.013391490964333
10087,tuben,5.0132926705525485
10256,tænds,5.013252452748595
252,agent,5.013243891864012
9014,spurt,5.013047860436392
8011,røgts,5.012850853622946
1734,duneg,5.012816754034719
6973,pakte,5.01273317892342
11099,virks,5.012650069189662
7062,pibes,5.012603628193134
2757,gamle,5.012533190207043
10872,vagen,5.012217540122541
8522,skåte,5.011817551689028
2457,foder,5.0106224717984
5061,kæves,5.010519406575523
2352,flane,5.01046286427812
7988,rævet,5.010455910505503
740,bekas,5.010123098997164
4380,kimse,5.009906390594376
5014,kåsen,5.009848773502978
4911,kvale,5.009809185816184
8461,skudr,5.00978920968738
2807,geder,5.009424119951423
7549,ralle,5.009177161670472
5844,moens,5.009082633422927
8364,skidt,5.009077373968028
6065,mæste,5.008543586077281
7024,pause,5.008427049238718
9131,stold,5.008340575388298
1436,dajer,5.0080685586870874
8421,skrod,5.0080382857755525
5192,leden,5.007251547881731
6935,ottes,5.007237701911432
8687,smaln,5.007197464967402
5375,loven,5.007183577876482
3156,gysen,5.006968997040639
5285,limen,5.006750174150309
4435,klaus,5.006716356102067
8142,segne,5.006375584524728
5493,lystr,5.006196529033105
9236,stæve,5.006181438211627
5847,moger,5.006001531195399
1483,deger,5.005872997179756
8823,snuse,5.005794500374925
2716,føret,5.00571897851873
2117,fagre,5.005716960297719
5644,makel,5.00568340258551
9033,spæne,5.005468381880882
5891,moske,5.005366292844326
5512,lånte,5.005254981729576
7623,regel,5.005149726000103
5737,meler,5.004766724196577
8359,skibe,5.004756051739556
7507,pølse,5.004743015331851
10043,tryge,5.004646360180473
4627,kogen,5.004554742689462
5162,larer,5.004317641933293
7690,rifle,5.004151901920629
7360,purke,5.004046020705288
8710,smilt,5.0039862390487055
1290,byret,5.00354514371056
546,atter,5.003509783070305
817,beskn,5.0030861108800115
8879,solid,5.0030747993767815
9143,stose,5.003058325494175
2265,filts,5.002973663854338
304,alfen,5.002766352707651
4560,knist,5.0024587164999055
3087,græde,5.002348921443141
322,allet,5.002199289751129
9308,sutte,5.001837418333563
4613,kobre,5.00145322337057
2386,floet,5.001428305178316
2504,forns,5.001416963780625
10023,trops,5.001398898539754
5853,moker,5.001292761692254
2408,fluse,5.001108511252779
1744,duper,5.001098880508556
749,beler,5.001035631978055
6061,mærle,5.000930024371674
2930,glitr,5.000639269363348
3714,hæles,5.000599449431538
1253,buten,5.000289792648406
4265,kapel,5.000244387748216
3780,høles,5.000213600258188
8967,spilt,5.00009630752979
10210,tåbes,4.9999632986166045
5315,lirre,4.999800186181281
7318,pudre,4.999748138413929
4561,knitr,4.999715876886978
7515,pøste,4.999706200299523
11346,væsen,4.999681377367366
11064,vilst,4.999645122746243
8154,sejgr,4.999525735528122
1195,buens,4.99949779830121
8854,sodes,4.999487607715683
7156,plads,4.999419780772783
6274,norsk,4.999402125989798
4581,knude,4.999362995025036
10449,udleg,4.999336570962803
1371,bølet,4.999330362578534
2254,filen,4.999130896366465
10828,uttes,4.999039379101094
1905,ebres,4.998822700012709
4520,klørs,4.998765293006343
11020,vesti,4.998650888186683
10997,velan,4.998608971789329
9679,talon,4.998567408698644
4746,kreol,4.998536386120065
4729,kraps,4.998425383744049
11187,vrags,4.998389992819329
4481,kluds,4.998242281461147
4538,knasl,4.998240955950879
11582,ævler,4.9979619031399265
10178,tynde,4.997890555129698
5597,løgte,4.99788856598217
2126,falds,4.997861151689951
7292,prude,4.997661447507143
1192,budet,4.99740009868393
916,birks,4.997279674014738
4512,kløen,4.997267524895049
5025,kædet,4.99698234258055
8615,sling,4.996872970610052
1130,brist,4.996763899997583
10920,vange,4.996654731175569
4671,konge,4.996616224989624
9502,sæjer,4.996527742515269
5074,kødet,4.996365202540025
11059,vilds,4.996320584659486
1249,buske,4.996262279801508
10190,tyrks,4.99619394303283
605,balgs,4.995825191286386
3514,hoste,4.9957070574348394
8185,senge,4.995649426837394
8019,rømet,4.995592680512152
1818,dåers,4.995369698738658
5674,manke,4.995188334815452
7860,rupen,4.995180132680578
8986,sport,4.9951567414359666
1198,buger,4.994782492874305
5156,langt,4.994666052601288
11328,væren,4.99449925701553
7945,råise,4.994491603162284
2789,gaven,4.994488862473728
4861,kulis,4.994443592084003
4280,karej,4.994236311481682
8322,skald,4.994143788468672
2794,gavne,4.9941372599110645
4046,ittes,4.994062342798078
4713,krabs,4.994047090889452
9800,tiend,4.99386151858702
9253,støve,4.993833488694977
6420,nørks,4.993762011261549
5078,køens,4.993256795205579
4378,kimet,4.993128774689119
3530,hudes,4.993086488271438
8398,skove,4.992766373368857
10039,trups,4.992752209947408
7204,podet,4.992704639380652
5992,myret,4.992331620249781
7319,pudse,4.992050880409031
9103,stilk,4.991919598885434
7728,rinsk,4.991684878104417
11337,værne,4.991591220525855
578,bagen,4.991421140487878
10690,ulmen,4.991415998966138
2225,fersk,4.991229498265986
3659,hyres,4.990775311711493
10284,tøgen,4.990552768257789
1716,dugts,4.990383955375194
11055,vikse,4.990352970589107
5973,mutne,4.990183394483093
5777,midte,4.989997037271585
5539,lægte,4.989977755920089
518,aseri,4.989889735328122
3124,gunst,4.989846484824223
10242,tægen,4.989796345806962
6276,nosse,4.989296669184149
9761,temer,4.989205057440754
11530,ærjes,4.989203083724756
11317,væner,4.989100925819144
1763,duvet,4.988877292502569
6883,orfen,4.988539157355668
5776,midle,4.988525984314169
3136,gustn,4.988443796425292
5637,magts,4.988385182377344
670,bavse,4.988361168978621
4773,krogs,4.9883046560181
6048,mælet,4.987781666264193
1785,dyets,4.987708107589368
7941,råget,4.987634856889832
2391,flore,4.987393258609941
9338,svelg,4.987285798702164
1731,dumre,4.987266552349166
4071,jaets,4.9872373669787615
5213,lejds,4.98714994117339
1320,båser,4.98704192186459
9449,syven,4.986873103793142
3092,grøde,4.986753748096079
5407,lukas,4.986706408599242
10258,tænge,4.986463973456123
2720,føset,4.9863693416933845
11379,ymtes,4.985632189354335
2113,faget,4.985609232838359
4052,ivare,4.985390746240741
894,bilds,4.9850585854477805
1377,børen,4.98505632970644
4526,knadr,4.985035484632104
6203,netse,4.984993004205234
10488,udose,4.9846228946121185
624,bange,4.984592113207529
9100,stikl,4.9844772866943465
1946,ekset,4.984405152433129
7827,rufte,4.984389315365462
10971,vedes,4.9843360224976525
7962,ræbet,4.9842318884331505
3555,huler,4.984225767420628
7287,prist,4.984208632650204
8717,smuge,4.984162696242937
11188,vralt,4.9840265910816965
975,blide,4.9837419133100616
5906,mudet,4.9836301986460665
2941,glyse,4.983556491080099
1824,dånet,4.983437023695477
8046,sadde,4.9833258785023
5912,muger,4.983252486070969
7124,pirks,4.983115159233671
5028,kæger,4.982897756337594
10841,uvens,4.982708151773545
3947,iregn,4.982571567074812
1635,drejs,4.9824761180096155
2547,fride,4.982445827674289
10911,vamse,4.982432171155984
8779,sners,4.982269978227793
6404,nøget,4.981932462044903
10077,træve,4.981873842674568
8080,salts,4.981691233315015
6266,nopre,4.9816796653559345
9854,tiste,4.981374625070618
10510,udrev,4.981297638278007
1732,dumse,4.981188859579243
757,belur,4.981109589253681
6969,pagts,4.98107879190509
5080,køger,4.980966595904023
7390,pyret,4.980744680431423
7217,polde,4.980501025850064
6299,nupse,4.980394042048177
1560,disse,4.980393158789175
6349,nåder,4.980112232459937
1340,bæren,4.980079412075023
5018,kæbes,4.979813501729368
4029,istem,4.979752403288566
11204,vrods,4.979259067613925
9173,strød,4.979052272505442
531,asnes,4.9789978541682975
5295,lindt,4.978986759909862
11150,volds,4.978889597618784
2449,fnise,4.978568761008776
11344,værts,4.978247356157731
4470,kloge,4.9781271265945835
6000,myset,4.9780293235926205
9542,sødme,4.977919097055298
9597,sømed,4.977878913812241
11366,yders,4.977846906771621
2012,enges,4.977566837807649
5068,købes,4.977539416138078
5464,lydte,4.97747714693843
5715,mavse,4.977388265585802
7255,poten,4.977350356554339
4884,kuper,4.977218111538647
11073,vinde,4.977194129242399
1099,brags,4.977173483883191
7897,rygte,4.977112763646039
4777,kront,4.977004091585456
1622,dragt,4.976909494381852
376,anbed,4.976716197259384
3298,harke,4.976599793249061
4844,kugen,4.976345100959922
11289,væges,4.976277040414018
7692,rifts,4.975838051869434
6106,mørne,4.975834882473808
5442,luses,4.975563468333583
7486,pælet,4.9755354774562335
8768,snede,4.9753944214988595
11043,viget,4.975348843818063
4543,knebs,4.975308570139882
5354,lomen,4.975131513942978
1549,dings,4.974977003010498
9632,søurt,4.974934656209118
7705,rijet,4.974871735079435
10378,udelt,4.974766926074908
2888,gispe,4.974486044195725
4633,kogls,4.974384188365085
8179,sends,4.9742110786817895
10666,ulags,4.973585207952276
10158,tyden,4.9735157364099765
990,blots,4.973479350710429
2284,finte,4.973371871981773
5452,luven,4.973272272615464
889,bikse,4.973253307682796
9976,trang,4.973236604085711
5045,kæreg,4.97310392788719
1077,borks,4.972997895462502
5925,mulde,4.972987742344468
7209,poger,4.9729402821522655
5628,magen,4.972755491911729
6277,notar,4.9726962965161965
9779,teske,4.972262618716221
10817,utide,4.972126468737025
2023,enkes,4.971806312923729
7668,revet,4.971762354580887
11269,våret,4.97173018675119
1384,børts,4.971675152110284
2558,fruen,4.971549988257052
11147,vokse,4.971446491508254
2747,galms,4.971380051765296
4930,kviet,4.970912447835583
7214,poker,4.9708460592047095
5502,låens,4.97079639732592
3326,haves,4.970748408197563
7317,pudet,4.9705736455141665
292,akuts,4.97056817770919
10297,tømre,4.970408508381047
3049,grisl,4.970318195941859
1666,drunt,4.970263493829151
4802,kråle,4.970224084089233
8663,slækt,4.970121899785226
3486,holet,4.970107739783683
4218,kajer,4.96984948913103
1153,bruns,4.969845606611478
10681,ulids,4.969688279239452
3023,gravs,4.969471477223976
2782,gases,4.96933332120573
1997,ender,4.969137532905503
8544,skært,4.969093212900133
9768,teori,4.968915235346169
11446,ågret,4.968914293487228
612,bamre,4.968702546813345
4394,kipre,4.968653422132906
2721,gaben,4.968525763004389
2899,givet,4.968359368488079
7324,puger,4.968343501759478
8517,skåne,4.968000431912786
8991,sprak,4.967983735370083
5783,mikse,4.967873279794352
8486,skutl,4.967674876749743
6026,månes,4.967626457375034
2119,faket,4.9675014724935425
7689,riers,4.96727605190841
1604,dorsk,4.967097056858104
908,binde,4.9667588573573695
2755,gamen,4.966452264434756
3151,gylte,4.966403160485175
8724,smulr,4.966288294257744
2031,ental,4.966257069238154
8640,slumr,4.96616326143944
9024,spået,4.966140227922182
10799,ussel,4.965758955104964
3074,gryle,4.965662222438645
5141,lalte,4.96562953874328
10759,urkos,4.965601652990178
11448,ånder,4.965544731293375
4662,komet,4.965474480305834
6177,nedti,4.965349281590665
11415,yvret,4.964954808893648
600,baldr,4.9647316883459895
504,arter,4.964635137375499
5616,løver,4.96444386476863
2133,falke,4.964345803477531
7902,rykte,4.963907360803255
3963,isben,4.963803582622366
4348,kerne,4.9637371516380355
9342,svenk,4.963636685895951
7733,riser,4.963621879433657
8642,slunk,4.9635586117391215
8762,snarp,4.963447923113227
1521,dible,4.963345850964859
5765,meter,4.963318531476461
10739,upare,4.962938731868632
613,bamse,4.962742191450537
8817,snues,4.962685106879562
5670,mange,4.962645389399339
227,aftne,4.962506139200567
3008,govre,4.962468400005443
6965,pagen,4.96229857450667
7620,redte,4.962145100757507
3366,helgs,4.961963521274636
2793,gavls,4.961812493494872
2470,folen,4.961632000228662
4750,kridt,4.961624655254421
8015,røjes,4.961408206823898
3238,hadet,4.961391002167084
3595,huste,4.961213863683193
4528,knags,4.961095968130476
5548,lænds,4.960892375117884
1012,blæse,4.960846425101171
11027,viden,4.960836551604515
3425,higes,4.960788583947912
4897,kurvs,4.960552662003687
4089,jante,4.960365467268304
9674,talet,4.960042151871961
1545,dimle,4.959883558701728
7621,reelt,4.959873434978884
11033,vidne,4.959774103060507
2512,forst,4.9597060361827126
10996,veksl,4.959537772829629
5005,kåges,4.959514025252655
6303,nusse,4.959406406149294
3505,horne,4.959329525372268
6056,mæren,4.959325080487539
10051,tråds,4.9590789836762434
7332,pulde,4.959066914145161
8566,skørt,4.9589916842734345
2007,eners,4.958814366865345
7593,rater,4.958593902292074
9130,stola,4.958414364922325
9582,søles,4.958368897012192
11214,vræle,4.958229679481205
4766,kritl,4.95819055872178
3192,gærds,4.958184142537403
4867,kulos,4.958158632579265
4549,kneps,4.958037400332506
5766,metra,4.9580257525383935
3206,gæves,4.957900040755967
3508,hosen,4.957863085464512
11007,vener,4.957808006224303
223,aften,4.957802386276866
8595,slens,4.957657104844217
1603,dorps,4.9575947907798374
9158,strim,4.957533085118427
6192,nemes,4.957481811034724
9864,tiåre,4.957427681910619
8839,snødt,4.957337834422387
5693,marvs,4.957297193791252
9488,såvel,4.957189121391377
8428,skrud,4.9571711164641306
1039,bolds,4.957113026073197
7931,rådne,4.956961725671431
11275,våset,4.956624421592553
6313,nydet,4.956411532582415
2343,flade,4.956324515884419
3907,imens,4.956166869105584
4660,kolve,4.955955767985792
5002,kåers,4.955831326382709
10881,vajes,4.9555795072459
9128,stokn,4.955545964906924
5383,lubne,4.955064342962845
9508,sæles,4.955056816599474
3171,gåren,4.9548584191063885
5714,mavet,4.954807843221062
2875,gimse,4.954796661221068
9185,stues,4.954464149191982
1688,drøge,4.95442425256917
3212,gødet,4.954380026615651
10534,udsev,4.954329934326551
7647,renko,4.954307850780689
1361,bøges,4.954246121214889
4145,juler,4.954071751266318
7457,påser,4.953943357513305
844,beter,4.953693830625455
9514,sænkt,4.953606212423149
3500,horen,4.953498270454759
5781,miget,4.953466156654837
1134,brods,4.953332941026847
10151,tvære,4.952823923166348
11190,vrant,4.952537248244913
9694,tante,4.952522131437324
2529,fostr,4.952468840400216
7511,pøsen,4.9524504700853065
6881,orers,4.952425522956354
6122,najet,4.952258171973447
2478,fonte,4.952111550139847
7926,råden,4.952060891895359
9074,stede,4.952060770649392
764,belæs,4.951728284162454
1886,dørks,4.951630126583721
6149,natur,4.951611354888715
3110,gulks,4.951524074814126
9146,straf,4.951491379884412
1055,bonde,4.951226178655647
8916,sotet,4.951075981935847
